49.8970604715,8.91846853431
49.8970622465,8.91847715966
49.897061656,8.91847400455
49.8970589967,8.91847463679
49.8970592906,8.91847266962
49.8970590203,8.91847013474
49.8970615528,8.9184721696
49.8970601039,8.91847637348
49.8970590758,8.91846959111
49.8970595687,8.91847154988
49.8970603175,8.91847175362
49.8970591984,8.91846955223
49.897059767,8.91847210828
49.8970600031,8.91847005328
49.8970600067,8.9184715144
49.8970587634,8.91846918046
49.8970583941,8.91846794758
49.8970598185,8.91847002267
49.8970584426,8.91847221389
49.8970583704,8.91847142839
49.8970586842,8.91847585637
49.8970603506,8.91847203829
49.8970607078,8.91847209296
49.8970571812,8.91847348137
49.8970591809,8.91847142008
49.8970614712,8.91847087608
49.8970602966,8.91847428908
49.8970591194,8.91847192958
49.8970588908,8.91847477974
49.897059047,8.91847035664
49.8970592961,8.9184737297
49.8970586941,8.91847181792
49.897060815,8.91847216359
49.8970598504,8.91847259637
49.8970575816,8.918476149
49.8970603245,8.91847249878
49.8970604747,8.91847030272
49.8970600098,8.91847492712
49.8970586086,8.91847107611
49.8970584096,8.91847089789
49.8970580668,8.91847229074
49.8970584133,8.91847110123
49.8970592097,8.91846989795
49.897060951,8.91847021451
49.8970585701,8.9184720385
49.8970584327,8.91847139297
49.8970575328,8.918472312
49.89705984,8.91847002934
49.8970609688,8.91847164372
49.8970608105,8.91847128788
49.8970593117,8.91847043973
49.8970573495,8.91847413774
49.8970614821,8.91847250352
49.8970601286,8.91847077898
49.8970606643,8.91847479875
49.8970587503,8.9184744535
49.897060325,8.91847576859
49.8970592112,8.91847552455
49.897059506,8.91847272755
49.8970590919,8.91847294249
49.8970586303,8.91847146279
49.8970598756,8.91847478806
49.8970595529,8.91847196768
49.8970618154,8.91847033359
49.8970590755,8.91847326464
49.8970588225,8.91847340447
49.8970567284,8.91847192191
49.8970601753,8.91846962127
49.8970582528,8.91847210344
49.8970595584,8.91846869255
49.8970584534,8.91846895754
49.8970591216,8.91847744984
49.8970593726,8.91847047475
49.8970569047,8.91847284634
49.8970589697,8.91847277615
49.897058656,8.91847016254
49.8970596497,8.91846948293
49.8970577739,8.91846967574
49.8970607831,8.91846958267
49.8970601517,8.91847079746
49.8970594971,8.91847048503
49.8970598262,8.91847010259
49.8970572926,8.91847359903
49.897059417,8.91847312442
49.8970588352,8.91847289729
49.8970592571,8.91847216198
49.8970603678,8.91846783751
49.8970590663,8.91847385735
49.8970596309,8.91847081302
49.8970608316,8.91847240035
49.8970573022,8.91846883727
49.8970595644,8.91847282592
49.8970594487,8.91847093054
49.8970605986,8.91847062328
49.8970593492,8.9184717477
49.8970613911,8.91847362194
49.8970610404,8.91847182346
49.8970598522,8.91846933668
49.8970594054,8.91847443616
49.8970618061,8.91847448332
49.8970604283,8.91847360225
49.8970582167,8.91847178366
49.8970594823,8.91847140257
49.8970592164,8.91847635322
49.897058931,8.91847053274
49.897057525,8.91847513412
49.8970614326,8.91847099287
49.897059009,8.91847517682
49.8970608959,8.91847051499
49.8970600007,8.91847422026
49.8970602585,8.91847325501
49.8970596302,8.91847437888
49.8970602649,8.91847535795
49.8970617022,8.91847332149
49.8970601235,8.91847158042
49.8970613226,8.91847511257
49.897060502,8.91847365666
49.8970572128,8.91847333335
49.8970584676,8.91847130366
49.8970605487,8.91847250338
49.8970573597,8.91847301368
49.8970583086,8.9184710956
